SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,logS
CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)[N]2C=NC=N2,293.798,3.1223,79.6768,20,4,1,5,4,108,2,0,0,2,50.94,123.967473543322,2.25563301760844,531.246310998557,-4.05
CCN(CC)C(=O)NC1=CC(=C(OCC(O)CNC(C)(C)C)C=C1)C(C)=O,379.501,2.8907,107.6437,27,5,3,7,9,152,1,0,0,1,90.9,161.630973940259,2.78715831560141,636.604261342706,-1.9
CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,323.301,0.448,77.6762,23,7,1,8,7,124,1,0,0,1,108,132.25246842137,2.5206449320083,597.243117858968,-1.87
ClC1=CC(=C(OC2=CC=C(Cl)C=C2Cl)C=C1)Cl,307.991,6.0925,72.998,17,1,0,5,2,88,2,0,0,2,9.23,118.815107462595,2.3122378354878,504.697046745365,-6.82
CO[P](=S)(OC)OC1=C(Cl)C=C(C=C1)[N+]([O-])=O,297.656,3.1443,67.0374,17,6,0,9,5,94,1,0,0,1,70.83,107.838093089405,3.01217730448783,474.983384459563,-4.68
FC1=CNC(=O)N(COC(=O)OC2=CC=CC=C2)C1=O,280.211,0.8488,64.8317,20,6,1,8,3,104,2,0,0,2,90.39,110.744841164914,2.02872960587848,722.61780782739,-2.45
CCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,326.462,2.8701,89.4838000000001,22,3,0,6,8,124,1,0,0,1,57.69,133.522789596329,2.71733876266533,579.913411288303,-3.68
CCCCCCC(=O)N(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C,326.462,2.8701,89.4838000000001,22,4,0,6,8,124,1,0,0,1,57.69,133.522789596329,2.7711201954242,579.913411288303,-3.68
CCCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,340.489,3.2602,94.1008000000001,23,3,0,6,9,130,1,0,0,1,57.69,139.887731710725,2.6337719295409,594.7694240618,-3.59
CC(=O)OC[N]1C=C2C(=O)N(COC(C)=O)C=NC2=N1,280.24,-0.365800000000001,65.32,20,9,0,9,4,106,2,0,0,2,105.31,112.270878002206,2.27918565398349,717.162050427727,-1.99
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,337.328,0.790199999999999,82.3035,24,7,0,8,7,130,1,0,0,1,99.21,138.827382022362,2.61226253964711,626.606870438812,-2.55
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(N)=O,287.315,1.9804,79.0684,21,4,1,5,5,110,2,0,0,2,78.62,122.192745693726,2.2144359281903,681.031353641777,-3.93
CO[P](=O)(OC)SCN1C(=O)OC2=CC(=CN=C12)Cl,324.682,2.7345,72.4945,19,8,0,10,5,104,2,0,0,2,83.56,116.678004557758,2.33338622372259,691.465063062487,-2.47
OC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5CC=C)C=C1,327.38,1.3014,87.2706,24,5,2,5,2,126,1,2,4,5,70,140.086091464498,1.79694801028201,774.875447362541,-3.39
CC(=O)OC1=CC=CC=C1C(=O)OCN2C(=O)CCC2=O,291.259,0.8752,69.1205,21,6,0,7,4,110,1,1,1,2,89.98,119.978121410533,2.05042548035501,593.236725145667,-2.77
CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2,300.314,3.8659,83.1754,22,4,2,6,4,114,2,0,0,2,76.66,127.598124809465,1.9474685379764,643.603882669946,-4.52
CC(C(O)=O)C1=CC=C(C=C1)N2CC3=C(C=CC=C3)C2=O,281.311,3.0351,79.4483,21,2,1,4,3,106,2,0,1,3,57.61,122.184488366502,1.86629128019108,706.230089356854,-4.72
CC(=O)NC1=NC2=C(N=C[N]2COCCOC(C)=O)C(=O)N1,309.282,-0.3848,75.0374,22,8,2,10,6,118,2,0,0,2,128.2,124.007257245211,2.09657035975755,749.935198973947,-2.14
[O-][N+]1=NC(=NC2=C1C=C(Cl)C=C2)[N]3C=CN=C3,247.645,1.1023,60.63,17,5,0,7,1,84,3,0,0,3,70.54,100.697849222248,2.27914963592587,682.479047241408,-3.63
CC1=C(C)N=C(N[S](=O)(=O)C2=CC=C(N)C=C2)O1,267.31,1.67444,67.6399,18,5,2,7,3,96,2,0,0,2,98.22,104.882887572413,2.29375945272744,639.841926631543,-2.22
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C=C1Cl,342.436,6.7459,78.008,18,1,0,6,2,94,2,0,0,2,9.23,129.118373689476,2.34125540080799,597.261908280462,-7.67
OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2Cl,300.741,4.2206,82.6113,21,2,1,4,5,106,2,0,0,2,54.37,127.044149044525,2.19705546529579,702.230089356854,-3.2
CCN(CC)C(=O)CCC(=O)OC[N]1N=CC2=C1N=CNC2=O,321.337,0.268899999999999,81.4027,23,7,1,9,7,124,2,0,0,2,110.18,131.802021299497,1.87776335517328,746.950737429685,-0.99
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C,315.369,2.5833,88.5680000000001,23,4,0,5,5,122,2,0,0,2,55.84,135.34257289571,2.12154021585725,724.033407945815,-4.9
CO[P](=O)(OC)OC(=C\Cl)/C1=C(Cl)C=C(Cl)C(=C1)Cl,365.964,5.6015,78.0115,19,4,0,9,5,106,1,0,0,1,44.76,130.304879815422,3.19506921926789,538.576344242394,-4.52
CO/N=C(C(=O)OC)/C1=C(COC2=C(C)C=CC=C2)C=CC=C1,313.353,3.09752,87.515,23,5,0,5,6,120,2,0,0,2,57.12,135.029668785843,2.28284971027435,709.672702819235,-5.19
OC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(O)C(=C3)O)O,288.255,2.2155,71.8597,21,6,4,6,1,108,2,0,1,3,107.22,119.029494853556,2.0139232497137,737.183968352632,-3.62
CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2,304.302,1.40222,78.4625,22,7,0,7,4,116,2,0,0,2,87.49,126.028586659642,2.44372760453801,794.354767842308,-2.49
O=C1NC=NC2=C1C=N[N]2COC(=O)C3=CC=CC=C3,270.248,0.9341,70.0062,20,6,1,7,3,100,3,0,0,3,89.87,112.383164934538,1.79512614742907,807.099262235281,-4.05
CCCC(=O)OC[N]1C=C2C(=O)N(COC(=O)CCC)C=NC2=N1,336.348,1.1946,83.788,24,9,0,9,8,130,2,0,0,2,105.31,137.730646459793,2.09040525583507,779.752658685513,-3.55
CCN1C=C(C(=O)OCOC(=O)CC)C(=O)C2=C1N=C(C)C=C2,318.329,1.79232,83.0795,23,7,0,7,5,122,2,0,0,2,87.49,132.393528774038,2.35569864112749,809.958145171613,-2.83
CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O,324.36,2.7664,77.7168,19,6,0,8,7,108,1,0,0,1,61.83,118.602075865,2.89762748672299,542.953206426741,-3.58
CCN(CC)C(=O)COC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,343.423,3.3635,97.8020000000001,25,4,0,5,7,134,2,0,0,2,55.84,148.072457124503,2.05928228146781,752.444605769591,-4.46
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CCO,345.395,1.9458,94.5968000000001,25,5,1,6,7,134,2,0,0,2,76.07,146.501748762302,2.03551227842355,758.562904437474,-3.39
CC(C)(C)C(=O)OC[N]1C=C2C(=O)N(COC(=O)C(C)(C)C)C=NC2=N1,364.402,1.6866,92.882,26,9,0,9,4,142,2,0,0,2,105.31,150.460530688586,2.15050384220302,883.161006321861,-3.91
ClC1=CC(=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.38948004354156,617.352114185868,-8.72
CC(C)OC1=C(Cl)C=C(Cl)C(=C1)N2N=C(OC2=O)C(C)(C)C,345.226,4.217,86.584,22,5,0,7,3,120,2,0,0,2,57.26,138.336742190621,2.57623093772653,742.221438740704,-5.54
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.4075282428492,640.602114185868,-8.78
ClC1=CC(=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1Cl)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.41540252166441,585.102114185868,-8.36
CC(C)(C)C(=O)OCN1C=NC2=C(C=N[N]2COC(=O)C(C)(C)C)C1=O,364.402,1.6866,92.882,26,9,0,9,4,142,2,0,0,2,105.31,150.460530688586,2.17005762010318,883.161006321861,-4.26
ClC1=C(Cl)C(=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.42049322436572,640.602114185868,-8.31
COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,259.29,2.7743,68.644,18,6,0,6,1,90,3,0,0,3,57.01,106.673904555554,2.33472267530855,703.267102047798,-3.11
ClC1=C(Cl)C(=C(OC2=CC=C(Cl)C(=C2Cl)Cl)C=C1)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.42558392706704,585.102114185868,-8.14
CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,332.356,2.18242,87.6965,24,7,0,7,6,128,2,0,0,2,87.49,138.758470888435,2.26822889889249,825.57608815949,-2.95
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.43886268246908,640.602114185868,-8.44
ClC1=CC(=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.44675488437271,617.352114185868,-8.04
CCN1C=C(C(=O)OCOC(=O)C(C)C)C(=O)C2=C1N=C(C)C=C2,332.356,2.03832,87.6265,24,7,0,7,5,128,2,0,0,2,87.49,138.758470888435,2.30075744430085,838.725167713876,-3.02
ClC1=CC(=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl)Cl,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.451965638581,617.352114185868,-8.1
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1,376.881,7.3993,83.018,19,1,0,7,2,100,2,0,0,2,9.23,139.421639916358,2.48348414847528,594.102114185868,-8.94
CC(OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C,349.745,3.6101,85.6030000000001,24,5,0,7,6,124,2,0,0,2,57.65,142.867982803119,1.97544822715194,758.176126110126,-5.15
CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,300.745,2.4722,82.9498,21,3,1,5,1,106,2,0,1,3,52.9,126.856612864803,2.27167295693818,728.311764797577,-2.7
CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(=C3)Cl,326.831,3.7227,96.4437,23,4,1,5,0,118,2,1,2,4,30.87,140.934605941639,1.83043320903034,763.36694436175,-4.64
CCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,273.317,3.1644,73.261,19,6,0,6,2,96,3,0,0,3,57.01,113.038846669951,2.25469692749788,718.655601462914,-2.92
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(CCO)CCO,375.421,1.3083,100.6256,27,6,2,7,9,146,2,0,0,2,96.3,157.660924628895,2.01479410905343,785.135639848765,-2.96
ClC1=CC2=C(C=C1)N(CC3CC3)C(=O)CN=C2C4=CC=CC=C4,324.811,3.934,93.477,23,2,0,4,3,116,2,1,2,4,32.67,140.151374302268,1.84462031414399,781.211551534904,-4.91
CCN(CC)C(=O)COC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,345.399,1.75002,94.6245000000001,25,6,0,7,6,134,2,0,0,2,81.5,145.769701443528,2.3272410979384,853.255379688945,-1.43
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,358.394,1.4388,96.7054,26,5,1,7,7,138,2,0,0,2,98.93,151.208927807163,2.02030597323631,833.789328866168,-3.78
CCCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,287.344,3.5545,77.878,20,6,0,6,3,102,3,0,0,3,57.01,119.403788784347,2.1576581121682,734.054692106921,-3.52
OC1=C(C2CCCC3=CC=CC=C23)C(=O)OC4=CC=CC=C14,292.334,3.9668,85.3718,22,3,1,3,1,110,3,0,1,4,50.44,127.384671837602,1.97969856647967,907.942513372258,-4.86
CCCCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,404.423,2.96428,105.2139,29,7,2,10,9,156,1,0,0,1,145.8,168.072122014039,3.31551133176199,839.836495940041,-2.32
ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,411.326,8.0527,88.028,20,1,0,8,2,106,2,0,0,2,9.23,149.72490614324,2.48051276234563,684.236547456677,-9.5
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1Cl,411.326,8.0527,88.028,20,1,0,8,2,106,2,0,0,2,9.23,149.72490614324,2.50859397435776,654.986547456677,-9.46
CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)OC(=O)NC(C)(C)C)C#N,404.423,2.96268,105.1919,29,7,2,10,6,156,1,0,0,1,145.8,168.072122014039,3.42568036955412,875.911160328698,-3.53
ClC1=C(Cl)C=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1)Cl,411.326,8.0527,88.028,20,1,0,8,2,106,2,0,0,2,9.23,149.72490614324,2.5307218933841,657.986547456677,-9.05
ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1Cl)Cl,411.326,8.0527,88.028,20,1,0,8,2,106,2,0,0,2,9.23,149.72490614324,2.53534833037145,657.986547456677,-9.09
ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,411.326,8.0527,88.028,20,1,0,8,2,106,2,0,0,2,9.23,149.72490614324,2.53983674718201,684.236547456677,-8.89
CC(C)COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,301.371,3.8005,82.425,21,6,0,6,3,108,3,0,0,3,57.01,125.768730898744,2.09692201919341,762.425517687682,-4.17
CO[P](=O)(OC1=C(Cl)C=C(Br)C(=C1)Cl)C2=CC=CC=C2,396.004,5.2997,85.4815,20,3,0,7,4,106,2,0,0,2,35.53,135.017550374724,2.41060861532431,664.165886448003,-4.99
ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl,445.771,8.7061,93.038,21,1,0,9,2,112,2,0,0,2,9.23,160.028172370121,2.57611006749398,698.922970138639,-10.1
ClC1=C(Cl)C(=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1)Cl,445.771,8.7061,93.038,21,1,0,9,2,112,2,0,0,2,9.23,160.028172370121,2.58010165790671,698.922970138639,-10.6
ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,445.771,8.7061,93.038,21,1,0,9,2,112,2,0,0,2,9.23,160.028172370121,2.58904982892972,701.922970138639,-10.1
CO\N=C(C)/C1=CC=CC(=C1C(=O)OC)OC2=NC(=CC(=N2)OC)OC,361.354,2.4431,92.2115000000001,26,9,0,9,7,138,2,0,0,2,101.36,150.060997321147,2.54368649541137,799.890665924346,-3.31
COC1=CC2=C([NH]C(=N2)[S](=O)CC3=C(C)C(=C(C)C=N3)OC)C=C1,345.424,2.89974,93.0211,24,5,1,7,5,126,3,0,0,3,77.1,142.244673474776,1.90057283394151,920.829921378911,-4.28
CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,372.808,4.4059,97.787,26,6,0,7,6,134,3,0,0,3,70.54,155.239592406618,1.67142815010404,915.061112940396,-5.97
[NH]1C2=C(C=CC3=C2C=CC=C3)C4=C1C5=C(C=CC=C5)C=C4,267.331,5.6275,90.8167,21,0,1,1,0,98,5,0,0,5,15.79,121.367221667452,2.0907906722279,1041.96915707593,-7.41
NC1=NC2=C(N=C[N]2COCCOC(=O)C3=CC=C(CN4CCOCC4)C=C3)C(=O)N1,428.449,0.3651,111.3336,31,10,2,11,8,164,3,1,1,4,137.59,177.29028983961,1.20959494519042,1087.62864157997,-2.75
FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,461.145,5.4702,90.8839,29,3,2,13,5,156,2,0,0,2,67.43,168.084324451279,2.14140495250146,914.992607476853,-5.82
OC1=C(Br)C=C(\C=N\OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br,461.022,4.1465,91.4796,24,7,1,11,5,124,2,0,0,2,128.1,150.651626063281,2.25383717218694,832.590943055881,-5.19
CC1COC(C[N]2C=NC=N2)(O1)C3=C(Cl)C=C(OC4=CC=C(Cl)C=C4)C=C3,406.269,4.6655,101.177,27,6,0,8,5,140,3,1,1,4,58.4,166.13852053027,1.61934975150693,918.459127699024,-4.91
O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,296.332,2.15134,76.972,20,6,0,6,0,94,1,0,2,3,81.72,119.599373157753,2.76115440482571,1024.55128587227,-6.33
CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5,473.407,7.48980000000001,138.1357,33,4,1,6,4,164,3,0,2,5,42.21,202.059186064469,1.8034503309429,1469.63982442579,-6.24
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C,853.918,3.7357,217.690099999999,62,14,4,15,10,328,3,3,4,7,221.29,357.885407390818,1.3874476640402,2280.34626955287,-6.33
C1CCCNCC1,99.177,1.15,31.3377,7,1,1,1,0,42,0,1,1,1,12.03,45.1079926298914,2.04166666666667,23.7931939044795,-0.49
CC(C)(C)C(C)(C)C,114.232,3.0786,38.91,8,0,0,0,0,50,0,0,0,0,0,53.2938458286058,4.0203915431768,55.0195500086539,-4.87
CC1CNC(C)CN1,114.192,-0.0438,34.9294,8,2,2,2,0,48,0,1,1,1,24.06,50.6578548134994,2.19237715801947,54.9287868934203,0.49
CCC(C)(N)C(O)=O,117.148,0.1984,30.5192,8,2,2,3,2,48,0,0,0,0,63.32,48.4946660346685,3.90849663790684,98.6017921972316,0.38
CCCC(=O)CCC,114.188,2.1557,34.823,8,1,0,1,4,48,0,0,0,0,17.07,51.090425814253,3.05517220390962,58.787077443344,-1.48
OC1CC(O)C(O)C(O)C1O,164.157,-2.8054,34.651,11,5,5,5,0,66,0,1,1,1,101.15,63.5292992072634,2.62535833203686,124.934332326247,-0.17
CCC(CO)NCCNC(CC)CO,204.314,-0.292599999999999,58.3350000000001,14,4,4,4,9,86,0,0,0,0,64.52,86.7119219290071,3.34846646620446,100.689625777546,0.57
N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,151.253,1.9139,45.0904,11,1,1,1,0,62,0,4,4,4,26.02,68.3461272938241,1.94000354717571,150.0275860977,-1.85
I\C=C\I,279.846,2.3276,37.18,4,0,0,2,0,24,0,0,0,0,0,52.9382663521292,2.54919333848297,19.2192809488736,-3.22
CC(\C=N\O)=N/O,102.093,0.2965,25.174,7,4,2,4,1,40,0,0,0,0,65.18,40.756324731691,3.58245005647369,97.1080296239082,-0.35
CCCC(N)C(O)=O,117.148,0.1984,30.5192,8,2,2,3,3,48,0,0,0,0,63.32,48.4946660346685,3.318087197284,82.4978551355837,-0.11
C\C(Br)=C\C(O)=O,164.986,1.3697,30.3198,7,1,1,3,1,40,0,0,0,0,37.3,49.9677777967162,3.67922803196239,102.257422272016,-0.6
CCC(Br)(CC)C(N)=O,194.072,1.4254,41.4344,9,1,1,3,3,54,0,0,0,0,43.09,63.9329220025104,4.0903405158012,109.625487826267,-1.44
CC(=N\O)\C(C)=N\O,116.12,0.6866,29.791,8,4,2,4,1,46,0,0,0,0,65.18,47.1212668460876,4.03739582632,112,-2.16
CC(CC(O)=O)C(O)=O,132.115,0.1818,29.0526,9,2,2,4,3,52,0,0,0,0,74.6,52.1105311898955,3.63243215193984,128.919684538544,0.48
C\C(I)=C\C(O)=O,211.986,1.4098,35.4128,7,1,1,3,1,40,0,0,0,0,37.3,55.3620683121185,3.67922803196239,102.257422272016,-1.16
CCCCCCCCCCCCCCC(O)=O,242.403,5.1622,73.3308000000001,17,1,1,2,13,102,0,0,0,0,37.3,106.804196481622,2.91413138041921,166.304754877984,-4.31
NCC(=O)NCC(O)=O,132.119,-1.8541,29.6999,9,3,3,5,3,52,0,0,0,0,92.42,51.8411082039237,3.27621153751018,122.981155379073,0.1
CC(CCC(O)=O)CC(O)=O,160.169,0.962,38.2866,11,2,2,4,5,64,0,0,0,0,74.6,64.8404154186887,3.44254799496384,152.51956340253,0.09
CN(C)C(=O)NC1CCCCCCC1,198.31,2.3705,58.3257,14,1,1,3,1,82,0,1,1,1,32.34,86.8540589721216,2.29553793335146,172.126344899291,-2.26
OC1CC(=CC(O)C1O)C(O)=O,174.152,-1.5162,38.3562,12,4,4,5,1,68,0,0,1,1,97.99,68.5719266373235,2.8094499558699,221.836625114429,0.01
CC12C3CCC(O3)C1(C)C(=O)OC2=O,196.202,0.6436,45.208,14,4,0,4,0,76,0,3,3,3,52.6,81.5563712559126,2.21042728803527,318.031161164956,-3.82
CCCCCCCCCCCCCCCCC(O)=O,270.457,5.94240000000001,82.5648000000001,19,1,1,2,15,114,0,0,0,0,37.3,119.534080710415,2.93123727449492,189.70108621088,-4.69
OC(=O)\C=C\C=C\C(O)=O,142.11,0.268,33.5516,10,2,2,4,3,54,0,0,0,0,74.6,57.0962672399236,3.73080571476791,167.924497164588,-2.85
OC(C(O)=O)C(Cl)(Cl)Cl,193.413,0.8021,33.9326,9,2,2,6,1,54,0,0,0,0,57.53,66.1289235417036,4.04021564074524,117.961605370419,0.36
CCCCCCCCCCCCCCCCCC(O)=O,284.484,6.33250000000001,87.1818000000001,20,1,1,2,16,120,0,0,0,0,37.3,125.899022824812,2.93898006654373,201.594903091827,-4.98
O=C1CCC(=O)N1,99.089,-0.577,22.3837,7,2,1,3,0,38,0,1,1,1,46.17,40.7011526011857,2.55370502720659,104.858202322659,0.39
CC(=O)OC1CC2CCC1(C)C2(C)C,196.29,2.7643,54.7830000000001,14,2,0,2,1,80,0,2,2,2,26.3,86.0170193086844,2.22554026726056,269.495294535378,-3.93
NC1CONC1=O,102.093,-1.6249,22.0701,7,3,2,4,0,40,0,1,1,1,64.35,40.5821628127429,2.47843873939096,92.9356969695475,-0.01
OC(=O)/C(S)=C/C1CCCCC1,186.276,2.465,51.2798,12,2,2,3,2,68,0,1,1,1,37.3,78.0741762729304,2.46634338986169,192.705216215714,-2.67
OC(=O)C1CCC(=CC1)C(O)=O,170.164,0.8821,40.6956,12,2,2,4,2,66,0,0,1,1,74.6,69.5099233473719,2.58716045030269,241.442415351991,-2.93
CC1=CC=CC=C1CO,122.167,1.48732,37.1018,9,1,1,1,1,48,1,0,0,1,20.23,54.9555211004862,3.00652400732658,193.514052991601,-1.09
NC1=NC(=CC=C1)N,109.132,0.246,33.0618,8,3,2,3,0,42,1,0,0,1,64.93,47.3308324944689,3.07766043797055,167.533585942399,-0.08
NC1=CC=CN=C1N,109.132,0.246,33.0618,8,3,2,3,0,42,1,0,0,1,64.93,47.3308324944689,3.13486151134545,163.783585942399,-1.75
CCCCCCCCCCCCCCCCCC(=O)OC=C,310.522,6.93460000000001,95.8350000000001,22,2,0,2,17,130,0,0,0,0,26.3,138.258615498732,3.02279129239081,248.09179905561,-6.15
CC1=CNC(=O)N=C1N,125.131,-0.33948,34.0071,9,3,2,4,0,48,1,0,0,1,71.77,51.7370539928431,3.3360928870056,265.150771810934,-1.44
CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,228.248,0.3268,57.2801,16,4,2,6,5,90,0,0,0,0,98.49,93.8219914354737,5.16994792088443,313.940890295113,-1.92
OCC(O)C(O)C(O)C(=O)CO,180.156,-3.3772,37.199,12,6,5,6,5,72,0,0,0,0,118.22,68.6966524608364,4.07958305039934,146.973736602512,0.32
NC1=CNC(=O)NC1=O,127.103,-1.3546,32.0958,9,3,3,5,0,48,1,0,0,1,91.74,49.5336339784902,3.52389771899402,310.079053454609,-2.41
N#CC1=C(C=CC=C1)C#N,128.134,1.42996,35.872,10,2,0,2,0,46,1,0,0,1,47.58,58.9464467112276,3.28497773888292,281.76485559073,-2.38
CN(C)C(CSC(N)=O)CSC(N)=O,237.35,0.540400000000001,61.5578,14,5,2,7,5,82,0,0,0,0,89.42,91.937783029256,3.89382306980963,193.111588172281,-0.07
O=CC(=O)C1=CC=CC=C1,134.134,1.0682,36.8365,10,2,0,2,2,50,1,0,0,1,34.14,58.4843315483777,2.95458073951946,238.694320883047,-0.74
OC(=O)C1=CC=C(Cl)O1,146.529,1.6312,30.6773,9,2,1,4,1,48,1,0,0,1,50.44,55.8496965770919,2.97764853178683,227.861908558717,-1.69
O=CC1=CC=CC=C1C=O,134.134,1.3116,37.217,10,2,0,2,2,50,1,0,0,1,34.14,58.4843315483777,3.19716039553329,226.189433380884,-1.34
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,274.361,2.4144,72.8091,19,4,2,6,9,112,0,0,0,0,90.65,114.558443940311,4.10404632812641,283.81678205482,-2.74
OC(=O)CCCC1=CC=CC=C1,164.204,2.0939,47.0158,12,1,1,2,4,64,1,0,0,1,37.3,71.8469274293232,2.29057205624015,241.275308993954,-1.78
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,210.233,0.693,51.8164,15,3,2,5,0,82,0,2,2,2,75.27,87.596358417688,2.26223122785147,294.629190483091,-2.98
NCCC1=CC(=C(O)C=C1)O,153.181,0.599,42.53,11,3,3,3,2,60,1,0,0,1,66.48,65.0896455496949,2.86471219742554,247.847415924887,0.12
CCC(=O)NC1=CC=CC=C1,149.193,2.0351,45.3627,11,1,1,2,2,58,1,0,0,1,29.1,66.2376137463386,2.57930229200732,230.577865916234,-1.55
CCCC1(CC)C(=O)NC(=S)NC1=O,214.29,0.7138,56.5154,14,3,2,5,3,78,0,1,1,1,58.2,88.4345056039817,2.9734214014507,268.536541613225,-2.8
CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2,272.432,4.7643,81.257,20,1,0,1,0,110,0,3,4,4,17.07,122.756803540711,1.64222697733496,464.3867080467,-6.07
CC1=C(C)C=C(C=C1)C(O)=O,150.177,2.00164,42.8753,11,1,1,2,1,58,1,0,0,1,37.3,65.4819853149266,3.15154966830605,289.614249217808,-3.16
